"Identifiant unique",Identifiant,Espèce,"Numéro nomenclatural","Nom retenu","Numéro nomenclatural nom retenu",Famille,"Référentiel taxonomique",Certitude,"Type d'observation","Source de la saisie",Spontanéité,Latitude,Longitude,"Référentiel Géographique",Pays,Commune,"Identifiant Commune","Floutage (niveau de localisation diffusé)",Altitude,Lieu-dit,Milieu,Date,Notes,"Programme de sciences participatives ou observatoire citoyen","Mots Clés","Lien vers l'observation sur IdentiPlante",Image(s),Auteur
urn:lsid:tela-botanica.org:cel:3794576,3794576,"Galium odoratum (L.) Scop. [1771]",29125,"Galium odoratum (L.) Scop.",29125,Rubiaceae,bdtfx,certain,"observation de terrain",CEL,1,46.15928,4.50752,WGS84,France,Chénelette,69196,précise,694,"Partie sommitale du Mont Tourvéon",,2021/07/05,,,,,,"Michel Gaubert  (http://www.tela-botanica.org/profil:27805)"
urn:lsid:tela-botanica.org:cel:3794577,3794577,"Melica uniflora Retz. [1779]",41756,"Melica uniflora Retz.",41756,Poaceae,bdtfx,certain,"observation de terrain",CEL,1,46.15928,4.50752,WGS84,France,Chénelette,69196,précise,694,"Partie sommitale du Mont Tourvéon",,2021/07/05,,,,,,"Michel Gaubert  (http://www.tela-botanica.org/profil:27805)"
urn:lsid:tela-botanica.org:cel:3794578,3794578,"Prenanthes purpurea L. [1753]",53096,"Prenanthes purpurea L.",53096,Asteraceae,bdtfx,certain,"observation de terrain",CEL,1,46.16239,4.50594,WGS84,France,Chénelette,69054,précise,694,"Versant nord du Mont Tourvéon",,2021/07/05,,,,,,"Michel Gaubert  (http://www.tela-botanica.org/profil:27805)"
urn:lsid:tela-botanica.org:cel:3794617,3794617,"Quercus petraea (Matt.) Liebl. [1784]",54524,"Quercus petraea (Matt.) Liebl.",54524,Fagaceae,bdtfx,certain,"observation de terrain",CEL,1,46.21409,4.64059,WGS84,France,Vauxrenard,69258,précise,530,,,2021/06/10,,,,,,"Daniel Mathieu  (http://www.tela-botanica.org/profil:5)"
urn:lsid:tela-botanica.org:cel:3794742,3794742,"Circaea lutetiana L. [1753]",75052,"Circaea lutetiana L.",75052,Onagraceae,bdtfx,certain,"observation de terrain",CEL,1,46.10538,4.48842,WGS84,France,Claveisolles,69060,précise,529,"La Neyret","Vallon frais, bas de pente.",2021/07/05,,,,,,"Michel Gaubert  (http://www.tela-botanica.org/profil:27805)"
urn:lsid:tela-botanica.org:cel:3795655,3795655,"Malva moschata L. [1753]",40848,"Malva moschata L.",40848,Malvaceae,bdtfx,certain,"observation de terrain",CEL,1,46.17433,4.62537,WGS84,France,Régnié-Durette,69165,précise,478,,,2021/07/18,,,,,,"Pierre Crouzet  (http://www.tela-botanica.org/profil:33567)"
urn:lsid:tela-botanica.org:cel:3795656,3795656,"Clinopodium vulgare L. [1753]",18263,"Clinopodium vulgare L.",18263,Lamiaceae,bdtfx,certain,"observation de terrain",CEL,1,46.13848,4.64209,WGS84,France,Régnié-Durette,69165,précise,313,,,2021/07/18,,,,https://www.tela-botanica.org/appli:identiplante?#obs~3795656,https://api.tela-botanica.org/img:002493021O.jpg,"Pierre Crouzet  (http://www.tela-botanica.org/profil:33567)"
urn:lsid:tela-botanica.org:cel:3795657,3795657,"Cirsium eriophorum (L.) Scop. [1772]",17573,"Cirsium eriophorum (L.) Scop.",17573,Asteraceae,bdtfx,certain,"observation de terrain",CEL,1,46.17433,4.62537,WGS84,France,Régnié-Durette,69165,précise,478,,,2021/07/18,,,,,,"Pierre Crouzet  (http://www.tela-botanica.org/profil:33567)"
urn:lsid:tela-botanica.org:cel:3795659,3795659,"Malva sylvestris L. [1753]",40893,"Malva sylvestris L. [1753]",40893,Malvaceae,bdtfx,certain,"observation de terrain",widget,1,45.60143,4.72871,WGS84,FR,Chassagny,69048,précise,276,,"Champ ",2021/07/18,,,,,,"Laurence Loudenot  (http://www.tela-botanica.org/profil:40270)"
urn:lsid:tela-botanica.org:cel:3795660,3795660,"Arum italicum Mill. [1768]",7024,"Arum italicum Mill. [1768]",7024,Araceae,bdtfx,certain,"observation de terrain",widget,1,45.60143,4.72871,WGS84,FR,Chassagny,69048,précise,276,,"Champ ",2021/07/18,Fruit,,,,,"Laurence Loudenot  (http://www.tela-botanica.org/profil:40270)"
urn:lsid:tela-botanica.org:cel:3795664,3795664,"Cichorium endivia L. [1753]",17304,"Cichorium endivia L. [1753]",17304,Asteraceae,bdtfx,certain,"observation de terrain",widget,1,45.60089,4.72962,WGS84,FR,Chassagny,69048,précise,261,,Champ,2021/07/18,,,"Projets coopératifs, ",www.tela-botanica.org/appli:identiplante#obs~3795664,"https://api.tela-botanica.org/img:002493028O,","Laurence Loudenot  (http://www.tela-botanica.org/profil:40270)"
urn:lsid:tela-botanica.org:cel:3795670,3795670,"Silene armeria L. [1753]",63987,"Atocion armeria (L.) Raf. [1840]",8315,Caryophyllaceae,bdtfx,certain,"observation de terrain",widget,1,45.60166,4.72838,WGS84,FR,Chassagny,69048,précise,284,,Champ,2021/07/18,,,"Projets coopératifs, ",www.tela-botanica.org/appli:identiplante#obs~3795670,"https://api.tela-botanica.org/img:002493029O,","Laurence Loudenot  (http://www.tela-botanica.org/profil:40270)"
urn:lsid:tela-botanica.org:cel:3795671,3795671,"Dianthus carthusianorum L. [1753]",22068,"Dianthus carthusianorum L. [1753]",22068,Caryophyllaceae,bdtfx,certain,"observation de terrain",widget,1,45.60166,4.72838,WGS84,FR,Chassagny,69048,précise,284,,Champ,2021/07/18,,,,,,"Laurence Loudenot  (http://www.tela-botanica.org/profil:40270)"
urn:lsid:tela-botanica.org:cel:3795738,3795738,"Taxodium distichum (L.) Rich. [1810]",67141,"Taxodium distichum (L.) Rich.",67141,Cupressaceae,bdtfx,certain,"observation de terrain",CEL,0,45.98465,4.38894,WGS84,France,Ronno,69169,précise,680,"Le Vivier",,2021/07/17,,,,https://www.tela-botanica.org/appli:identiplante?#obs~3795738,https://api.tela-botanica.org/img:002493080O.JPG,"Michel Gaubert  (http://www.tela-botanica.org/profil:27805)"
urn:lsid:tela-botanica.org:cel:3795750,3795750,"Hypericum hirsutum L. [1753]",35294,"Hypericum hirsutum L.",35294,Hypericaceae,bdtfx,certain,"observation de terrain",CEL,1,45.91027,4.56027,WGS84,France,"Le Bois-d'Oingt",69239,précise,317,"Forêt de La Flachère ""La Pêcherie""",,2021/07/17,,,,,,"Michel Gaubert  (http://www.tela-botanica.org/profil:27805)"
urn:lsid:tela-botanica.org:cel:3795751,3795751,"Viburnum lantana L. [1753]",71453,"Viburnum lantana L.",71453,Adoxaceae,bdtfx,certain,"observation de terrain",CEL,1,45.91248,4.55960,WGS84,France,"Le Bois-d'Oingt",69239,précise,317,"Forêt de La Flachère ""La Pêcherie""",,2021/07/17,,,,,,"Michel Gaubert  (http://www.tela-botanica.org/profil:27805)"
urn:lsid:tela-botanica.org:cel:3795773,3795773,"Epipactis helleborine subsp. helleborine",24404,"Epipactis helleborine (L.) Crantz subsp. helleborine",24404,Orchidaceae,bdtfx,certain,"observation de terrain",CEL,1,45.91558,4.55437,WGS84,France,"Le Bois-d'Oingt",69239,précise,317,"La Contardière (Forêt de La Flachère)",Chênaie,2021/07/17,,,,,,"Michel Gaubert  (http://www.tela-botanica.org/profil:27805)"
urn:lsid:tela-botanica.org:cel:3796665,3796665,"Centaurium pulchellum (Sw.) Druce [1898]",15599,"Centaurium pulchellum (Sw.) Druce [1898]",15599,Gentianaceae,bdtfx,certain,"observation de terrain",widget,1,45.91825,4.78958,WGS84,FR,Quincieux,69163,précise,171,,"Bord de mare artificielle",2021/07/18,"Confirmation de JF Christians",,"Projets coopératifs, ",,,"Jean-François Thomas  (http://www.tela-botanica.org/profil:6174)"
urn:lsid:tela-botanica.org:cel:3796721,3796721,"Amaranthus deflexus L. [1771]",3944,"Amaranthus deflexus L.",3944,Amaranthaceae,bdtfx,certain,"observation de terrain",CEL,1,45.76326,4.87163,WGS84,France,Villeurbanne,69266,précise,174,,,2021/07/27,,,,,,"Jean-François Thomas  (http://www.tela-botanica.org/profil:6174)"
urn:lsid:tela-botanica.org:cel:3796722,3796722,"Digitaria sanguinalis (L.) Scop. [1771]",22486,"Digitaria sanguinalis (L.) Scop.",22486,Poaceae,bdtfx,certain,"observation de terrain",CEL,1,45.76326,4.87163,WGS84,France,Villeurbanne,69266,précise,174,,,2021/07/27,,,,,,"Jean-François Thomas  (http://www.tela-botanica.org/profil:6174)"
urn:lsid:tela-botanica.org:cel:3796723,3796723,"Hypericum perforatum L. [1753]",35348,"Hypericum perforatum L.",35348,Hypericaceae,bdtfx,certain,"observation de terrain",CEL,1,45.76326,4.87163,WGS84,France,Villeurbanne,69266,précise,174,,,2021/07/27,,,,,,"Jean-François Thomas  (http://www.tela-botanica.org/profil:6174)"
urn:lsid:tela-botanica.org:cel:3796756,3796756,"Erigeron bonariensis L. [1753]",24874,"Erigeron bonariensis L. [1753]",24874,Asteraceae,bdtfx,certain,"observation de terrain",widget,1,45.76320,4.87153,WGS84,FR,Villeurbanne,69266,précise,168,,"pelouse urbaine",2021/07/27,"Plante avec inflo bien développée. Bien caractéristique.",,"Projets coopératifs, ",,,"Jean-François Thomas  (http://www.tela-botanica.org/profil:6174)"
urn:lsid:tela-botanica.org:cel:3796758,3796758,"Portulaca oleracea L. [1753]",52102,"Portulaca oleracea L.",52102,Portulacaceae,bdtfx,certain,"observation de terrain",CEL,1,45.76321,4.87153,WGS84,France,Villeurbanne,69266,précise,174,,,2021/07/28,,,,,,"Jean-François Thomas  (http://www.tela-botanica.org/profil:6174)"
urn:lsid:tela-botanica.org:cel:3797854,3797854,"Prunella vulgaris subsp. vulgaris",53380,"Prunella vulgaris L. subsp. vulgaris",53380,Lamiaceae,bdtfx,certain,"observation de terrain",CEL,1,45.76320,4.87150,WGS84,France,Villeurbanne,69266,précise,174,,,2021/08/01,"Pelouse urbaine",,,,,"Jean-François Thomas  (http://www.tela-botanica.org/profil:6174)"
urn:lsid:tela-botanica.org:cel:3797855,3797855,"Polycarpon tetraphyllum (L.) L. [1759]",51112,"Polycarpon tetraphyllum (L.) L.",51112,Caryophyllaceae,bdtfx,certain,"observation de terrain",CEL,1,45.76316,4.87134,WGS84,France,Villeurbanne,69266,précise,174,,,2021/08/01,"Pelouse urbaine",,,,,"Jean-François Thomas  (http://www.tela-botanica.org/profil:6174)"
urn:lsid:tela-botanica.org:cel:3799413,3799413,"Equisetum x litorale Kuhlew. ex Rupr. [1845]",24537,"Equisetum x litorale Kuhlew. ex Rupr.",24537,Equisetaceae,bdtfx,certain,"observation de terrain",CEL,1,45.98978,4.50165,WGS84,France,Chamelet,69039,précise,413,,,2021/08/12,"Obs par coupe de tige",,,,,"Jean-François Thomas  (http://www.tela-botanica.org/profil:6174)"
urn:lsid:tela-botanica.org:cel:3799978,3799978,"Scolymus hispanicus ",,,,,Autre/inconnu,certain,"observation de terrain",widget,1,45.76077,4.87445,WGS84,FR,Villeurbanne,69266,précise,168,,"Jardin publique ",2021/08/18,"un seul plant de cette espèce dans ce petit jardin .  H 60-70 cm     très épineux  famille des composées ? quelle espèce?    Merci",,,,,"Gentia  (http://www.tela-botanica.org/profil:24607)"
urn:lsid:tela-botanica.org:cel:3800684,3800684,"Cerastium semidecandrum L. [1753]",90091,"Cerastium semidecandrum L., 1753",90091,Caryophyllaceae,taxref,certain,"observation de terrain",widget,1,45.50386,4.84241,WGS84,FR,Ampuis,69007,précise,152,,"pelouse pionnière sur alluvions",2021/03/04,,,"Projets coopératifs, ",www.tela-botanica.org/appli:identiplante#obs~3800684,"https://api.tela-botanica.org/img:002498237O,","Cyrille Gaultier  (http://www.tela-botanica.org/profil:25494)"
urn:lsid:tela-botanica.org:cel:3800685,3800685,"Cerastium semidecandrum L. [1753]",90091,"Cerastium semidecandrum L., 1753",90091,Caryophyllaceae,taxref,certain,"observation de terrain",widget,1,45.50386,4.84241,WGS84,FR,Ampuis,69007,précise,152,,"pelouse pionnière sur alluvions",2021/03/04,,,"Projets coopératifs, ",www.tela-botanica.org/appli:identiplante#obs~3800685,"https://api.tela-botanica.org/img:002498236O,","Cyrille Gaultier  (http://www.tela-botanica.org/profil:25494)"
urn:lsid:tela-botanica.org:cel:3800707,3800707,"Echinacea purpurea (L.) Moench [1794]",7931,"Echinacea purpurea (L.) Moench",7931,Asteraceae,bdtfx,certain,"observation de terrain",CEL,1,45.69634,4.73595,WGS84,France,,69043,précise,300,,,2021/08/27,"pelouse urbaine rue Chaponay",,,www.tela-botanica.org/appli:identiplante#obs~3800707,"https://api.tela-botanica.org/img:002498341O.JPG,https://api.tela-botanica.org/img:002498340O.JPG,https://api.tela-botanica.org/img:002498339O.JPG,https://api.tela-botanica.org/img:002498338O.JPG,https://api.tela-botanica.org/img:002498337O.JPG,https://api.tela-botanica.org/img:002498336O.JPG,https://api.tela-botanica.org/img:002498335O.JPG,https://api.tela-botanica.org/img:002498334O.JPG,https://api.tela-botanica.org/img:002498333O.JPG,","Liliane Roubaudi  (http://www.tela-botanica.org/profil:6865)"
urn:lsid:tela-botanica.org:cel:3800708,3800708,"Borago officinalis L. [1753]",9966,"Borago officinalis L.",9966,Boraginaceae,bdtfx,certain,"observation de terrain",CEL,1,45.69634,4.73595,WGS84,France,,69043,précise,300,,,2021/08/28,,,,,,"Liliane Roubaudi  (http://www.tela-botanica.org/profil:6865)"
urn:lsid:tela-botanica.org:cel:3800776,3800776,"Solidago canadensis L. [1753]",65058,"Solidago canadensis L.",65058,Asteraceae,bdtfx,certain,"observation de terrain",CEL,1,45.98648,4.72661,WGS84,France,Villefranche-sur-Saône,69264,précise,175,,,2021/08/29,,,,,,"Liliane Roubaudi  (http://www.tela-botanica.org/profil:6865)"
urn:lsid:tela-botanica.org:cel:3800777,3800777,"Solanum pseudocapsicum L. [1753]",64975,"Solanum pseudocapsicum L.",64975,Solanaceae,bdtfx,certain,"observation de terrain",CEL,1,45.98648,4.72661,WGS84,France,Villefranche-sur-Saône,69264,précise,175,,,2021/08/29,"= Pommier d'amour""",,,,,"Liliane Roubaudi  (http://www.tela-botanica.org/profil:6865)"
urn:lsid:tela-botanica.org:cel:3800880,3800880,"Cardamine hirsuta L. [1753]",12878,"Cardamine hirsuta L. [1753]",12878,Brassicaceae,bdtfx,certain,"observation de terrain",widget,1,45.77646,4.80760,WGS84,FR,Lyon,69123,précise,167,,"pied de mur",2018/01/04,,,,,,"Jean-Marie Fournier  (http://www.tela-botanica.org/profil:14648)"
urn:lsid:tela-botanica.org:cel:3800934,3800934,"Paulownia tomentosa (Thunb.) Steud. [1841]",48115,"Paulownia tomentosa (Thunb.) Steud.",48115,Paulowniaceae,bdtfx,certain,"observation de terrain",CEL,1,45.69634,4.73595,WGS84,France,,69043,précise,300,,,2021/09/01,"3e arrondissement - cours de la Liberté",,,www.tela-botanica.org/appli:identiplante#obs~3800934,"https://api.tela-botanica.org/img:002499079O.jpg,https://api.tela-botanica.org/img:002499080O.jpg,","Liliane Roubaudi  (http://www.tela-botanica.org/profil:6865)"
urn:lsid:tela-botanica.org:cel:3801045,3801045,"Aesculus hippocastanum L. [1753]",1053,"Aesculus hippocastanum L.",1053,Sapindaceae,bdtfx,certain,"observation de terrain",CEL,1,45.70785,4.59061,WGS84,France,Yzeron,69269,précise,576,,,2021/09/01,"au bord du lac",,,,,"Liliane Roubaudi  (http://www.tela-botanica.org/profil:6865)"
urn:lsid:tela-botanica.org:cel:3801046,3801046,"Alnus glutinosa (L.) Gaertn. [1790]",3318,"Alnus glutinosa (L.) Gaertn.",3318,Betulaceae,bdtfx,certain,"observation de terrain",CEL,1,45.70785,4.59061,WGS84,France,Yzeron,69269,précise,576,,,2021/09/01,"au bord du lac",,,,,"Liliane Roubaudi  (http://www.tela-botanica.org/profil:6865)"
urn:lsid:tela-botanica.org:cel:3801047,3801047,"Bidens frondosa L. [1753]",9683,"Bidens frondosa L.",9683,Asteraceae,bdtfx,certain,"observation de terrain",CEL,1,45.70785,4.59061,WGS84,France,Yzeron,69269,précise,576,,,2021/09/01,"au bord du lac",,,,,"Liliane Roubaudi  (http://www.tela-botanica.org/profil:6865)"
urn:lsid:tela-botanica.org:cel:3801075,3801075,"Sporobolus indicus (L.) R.Br. [1810]",65836,"Sporobolus indicus (L.) R.Br.",65836,Poaceae,bdtfx,certain,"observation de terrain",CEL,1,45.72864,4.82564,WGS84,France,Lyon,69123,précise,175,,,2021/08/31,,,,,,"Nicolas Faure  (http://www.tela-botanica.org/profil:27794)"
