"Identifiant unique",Identifiant,Espèce,"Numéro nomenclatural","Nom retenu","Numéro nomenclatural nom retenu",Famille,"Référentiel taxonomique",Certitude,"Type d'observation","Source de la saisie",Spontanéité,Latitude,Longitude,"Référentiel Géographique",Pays,Commune,"Identifiant Commune","Floutage (niveau de localisation diffusé)",Altitude,Lieu-dit,Milieu,Date,Notes,"Programme de sciences participatives ou observatoire citoyen","Mots Clés","Lien vers l'observation sur IdentiPlante",Image(s),Auteur
urn:lsid:tela-botanica.org:cel:3757416,3757416,"Corylus avellana L. [1753]",19097,"Corylus avellana L. [1753]",19097,Betulaceae,bdtfx,certain,"observation de terrain",widget,1,45.66923,4.57315,WGS84,FR,Saint-Martin-en-Haut,69227,précise,724,,Champ,2021/05/04,,,,,,"Laurence Loudenot  (http://www.tela-botanica.org/profil:40270)"
urn:lsid:tela-botanica.org:cel:3757417,3757417,"Viburnum farreri Stearn [1966]",75814,"Viburnum farreri Stearn",75814,Adoxaceae,bdtfx,certain,"observation de terrain",widget,1,45.66923,4.57315,WGS84,FR,Saint-Martin-en-Haut,69227,précise,724,,Champ,2021/05/04,,,,www.tela-botanica.org/appli:identiplante#obs~3757417,"https://api.tela-botanica.org/img:002478739O.jpg,","Laurence Loudenot  (http://www.tela-botanica.org/profil:40270)"
urn:lsid:tela-botanica.org:cel:3757418,3757418,"Prunus avium (L.) L. [1755]",53417,"Prunus avium (L.) L. [1755]",53417,Rosaceae,bdtfx,certain,"observation de terrain",widget,1,45.66923,4.57315,WGS84,FR,Saint-Martin-en-Haut,69227,précise,724,,Champ,2021/05/04,,,,,,"Laurence Loudenot  (http://www.tela-botanica.org/profil:40270)"
urn:lsid:tela-botanica.org:cel:3757420,3757420,"Jasminum nudiflorum Lindl. [1846]",36288,"Jasminum nudiflorum Lindl. [1846]",36288,Oleaceae,bdtfx,certain,"observation de terrain",widget,1,45.66923,4.57315,WGS84,FR,Saint-Martin-en-Haut,69227,précise,724,,Mur,2021/05/04,,,,,,"Laurence Loudenot  (http://www.tela-botanica.org/profil:40270)"
urn:lsid:tela-botanica.org:cel:3757606,3757606,"Phacelia tanacetifolia Benth. [1837]",48544,"Phacelia tanacetifolia Benth. [1837]",48544,Boraginaceae,bdtfx,certain,"observation de terrain",widget,1,45.61169,4.72687,WGS84,FR,Beauvallon,69179,précise,315,,Champ,2021/05/04,,,,,,"Laurence Loudenot  (http://www.tela-botanica.org/profil:40270)"
urn:lsid:tela-botanica.org:cel:3757607,3757607,"Cyanus segetum Hill [1762]",20411,"Cyanus segetum Hill [1762]",20411,Asteraceae,bdtfx,certain,"observation de terrain",widget,1,45.61169,4.72687,WGS84,FR,Beauvallon,69179,précise,315,,Champ,2021/05/04,,,,,,"Laurence Loudenot  (http://www.tela-botanica.org/profil:40270)"
urn:lsid:tela-botanica.org:cel:3757963,3757963,"Iris sibirica L. [1753]",35970,"Iris sibirica L. [1753]",35970,Iridaceae,bdtfx,certain,"observation de terrain",widget,1,45.77525,4.85675,WGS84,FR,Lyon,69123,précise,170,,"Jardin botanique ",2021/05/06,,,,,,"Laurence Loudenot  (http://www.tela-botanica.org/profil:40270)"
urn:lsid:tela-botanica.org:cel:3757964,3757964,"Cistus crispus L. [1753]",17943,"Cistus crispus L. [1753]",17943,Cistaceae,bdtfx,certain,"observation de terrain",widget,1,45.77525,4.85675,WGS84,FR,Lyon,69123,précise,170,,"Jardin botanique ",2021/05/06,,,"Bota10km, Libre10km, Projets coopératifs, ",www.tela-botanica.org/appli:identiplante#obs~3757964,"https://api.tela-botanica.org/img:002479468O,","Laurence Loudenot  (http://www.tela-botanica.org/profil:40270)"
urn:lsid:tela-botanica.org:cel:3757966,3757966,"Aquilegia vulgaris subsp. vulgaris",5735,"Aquilegia vulgaris subsp. vulgaris ",5735,Ranunculaceae,bdtfx,certain,"observation de terrain",widget,1,45.77525,4.85675,WGS84,FR,Lyon,69123,précise,170,,"Jardin botanique ",2021/05/06,,,,,,"Laurence Loudenot  (http://www.tela-botanica.org/profil:40270)"
urn:lsid:tela-botanica.org:cel:3757976,3757976,"Lomelosia caucasica (M.Bieb.) Greuter & Burdet [1985]",82336,"Scabiosa caucasica M.Bieb. [1808]",82335,Caprifoliaceae,bdtfx,certain,"observation de terrain",widget,1,45.77525,4.85675,WGS84,FR,Lyon,69123,précise,170,,"Jardin botanique ",2021/05/06,,,"Bota10km, Libre10km, Projets coopératifs, ",www.tela-botanica.org/appli:identiplante#obs~3757976,"https://api.tela-botanica.org/img:002479480O,","Laurence Loudenot  (http://www.tela-botanica.org/profil:40270)"
urn:lsid:tela-botanica.org:cel:3757978,3757978,"Heuchera L. [1753]",86552,"Heuchera L. [1753]",86552,Saxifragaceae,bdtfx,certain,"observation de terrain",widget,1,45.77525,4.85675,WGS84,FR,Lyon,69123,précise,170,,"Jardin botanique ",2021/05/06,,,,,,"Laurence Loudenot  (http://www.tela-botanica.org/profil:40270)"
urn:lsid:tela-botanica.org:cel:3757981,3757981,"Cornus sanguinea L. [1753]",75064,"Cornus sanguinea L. [1753]",75064,Cornaceae,bdtfx,certain,"observation de terrain",widget,1,45.77525,4.85675,WGS84,FR,Lyon,69123,précise,170,,"Jardin botanique ",2021/05/06,,,,,,"Laurence Loudenot  (http://www.tela-botanica.org/profil:40270)"
urn:lsid:tela-botanica.org:cel:3757982,3757982,"Cornus sericea L. [1771]",77632,"Cornus sericea L. [1771]",77632,Cornaceae,bdtfx,certain,"observation de terrain",widget,1,45.77525,4.85675,WGS84,FR,Lyon,69123,précise,170,,"Jardin botanique ",2021/05/06,,,"Bota10km, Libre10km, Projets coopératifs, ",www.tela-botanica.org/appli:identiplante#obs~3757982,"https://api.tela-botanica.org/img:002479490O,","Laurence Loudenot  (http://www.tela-botanica.org/profil:40270)"
urn:lsid:tela-botanica.org:cel:3757983,3757983,"Iris variegata L.",77720,"Iris variegata L.",77720,Iridaceae,bdtfx,certain,"observation de terrain",widget,1,45.77554,4.85645,WGS84,FR,Lyon,69123,précise,171,,"Jardin botanique ",2021/05/06,,,"Bota10km, Libre10km, Projets coopératifs, ",www.tela-botanica.org/appli:identiplante#obs~3757983,"https://api.tela-botanica.org/img:002479491O,","Laurence Loudenot  (http://www.tela-botanica.org/profil:40270)"
urn:lsid:tela-botanica.org:cel:3757984,3757984,"Allium L. [1753]",84866,"Allium L. [1753]",84866,Amaryllidaceae,bdtfx,certain,"observation de terrain",widget,1,45.77554,4.85645,WGS84,FR,Lyon,69123,précise,171,,"Jardin botanique ",2021/05/06,,,,,,"Laurence Loudenot  (http://www.tela-botanica.org/profil:40270)"
urn:lsid:tela-botanica.org:cel:3757985,3757985,"Potamogeton L. [1753]",87049,"Potamogeton L. [1753]",87049,Potamogetonaceae,bdtfx,certain,"observation de terrain",widget,1,45.77554,4.85645,WGS84,FR,Lyon,69123,précise,171,,"Jardin botanique ",2021/05/06,,,"Bota10km, Libre10km, Projets coopératifs, ",www.tela-botanica.org/appli:identiplante#obs~3757985,"https://api.tela-botanica.org/img:002479493O,","Laurence Loudenot  (http://www.tela-botanica.org/profil:40270)"
urn:lsid:tela-botanica.org:cel:3757990,3757990,"Nigella gallica Jord. [1852]",44107,"Nigella hispanica var. parviflora Coss.",118879,Ranunculaceae,bdtfx,certain,"observation de terrain",widget,1,45.77554,4.85645,WGS84,FR,Lyon,69123,précise,171,,"Jardin botanique ",2021/05/06,,,"Bota10km, Libre10km, Projets coopératifs, ",www.tela-botanica.org/appli:identiplante#obs~3757990,"https://api.tela-botanica.org/img:002479501O,","Laurence Loudenot  (http://www.tela-botanica.org/profil:40270)"
urn:lsid:tela-botanica.org:cel:3757991,3757991,"Adonis annua L. [1753]",837,"Adonis annua L. [1753]",837,Ranunculaceae,bdtfx,certain,"observation de terrain",widget,1,45.77554,4.85645,WGS84,FR,Lyon,69123,précise,171,,"Jardin botanique ",2021/05/06,,,"Bota10km, Libre10km, Projets coopératifs, ",www.tela-botanica.org/appli:identiplante#obs~3757991,"https://api.tela-botanica.org/img:002479502O,","Laurence Loudenot  (http://www.tela-botanica.org/profil:40270)"
urn:lsid:tela-botanica.org:cel:3757992,3757992,"Clematis integrifolia L. [1753]",82198,"Clematis integrifolia L. [1753]",82198,Ranunculaceae,bdtfx,certain,"observation de terrain",widget,1,45.77554,4.85645,WGS84,FR,Lyon,69123,précise,171,,"Jardin botanique ",2021/05/06,,,"Bota10km, Libre10km, Projets coopératifs, ",www.tela-botanica.org/appli:identiplante#obs~3757992,"https://api.tela-botanica.org/img:002479504O,","Laurence Loudenot  (http://www.tela-botanica.org/profil:40270)"
urn:lsid:tela-botanica.org:cel:3757993,3757993,"Toxicodendron diversilobum",87327,"Toxicodendron Mill. [1753]",87327,Anacardiaceae,bdtfx,certain,"observation de terrain",widget,1,45.77554,4.85645,WGS84,FR,Lyon,69123,précise,171,,"Jardin botanique ",2021/05/06,,,"Bota10km, Libre10km, Projets coopératifs, ",www.tela-botanica.org/appli:identiplante#obs~3757993,"https://api.tela-botanica.org/img:002479506O,","Laurence Loudenot  (http://www.tela-botanica.org/profil:40270)"
urn:lsid:tela-botanica.org:cel:3757995,3757995,"Pancratium illyricum L. [1753]",47378,"Pancratium illyricum L. [1753]",47378,Amaryllidaceae,bdtfx,certain,"observation de terrain",widget,1,45.77554,4.85645,WGS84,FR,Lyon,69123,précise,171,,"Jardin botanique ",2021/05/06,,,"Bota10km, Libre10km, Projets coopératifs, ",www.tela-botanica.org/appli:identiplante#obs~3757995,"https://api.tela-botanica.org/img:002479508O,","Laurence Loudenot  (http://www.tela-botanica.org/profil:40270)"
urn:lsid:tela-botanica.org:cel:3757996,3757996,"Colchicum autumnale L. [1753]",18541,"Colchicum autumnale L. [1753]",18541,Colchicaceae,bdtfx,certain,"observation de terrain",widget,1,45.77554,4.85645,WGS84,FR,Lyon,69123,précise,171,,"Jardin botanique ",2021/05/06,,,,,,"Laurence Loudenot  (http://www.tela-botanica.org/profil:40270)"
urn:lsid:tela-botanica.org:cel:3757997,3757997,"Dryopteris filix-mas (L.) Schott [1834]",23262,"Dryopteris filix-mas (L.) Schott [1834]",23262,Dryopteridaceae,bdtfx,certain,"observation de terrain",widget,1,45.77554,4.85645,WGS84,FR,Lyon,69123,précise,171,,"Jardin botanique ",2021/05/06,,,"Bota10km, Libre10km, Projets coopératifs, ",www.tela-botanica.org/appli:identiplante#obs~3757997,"https://api.tela-botanica.org/img:002479510O,","Laurence Loudenot  (http://www.tela-botanica.org/profil:40270)"
urn:lsid:tela-botanica.org:cel:3757998,3757998,"Osmunda regalis L. [1753]",47042,"Osmunda regalis L. [1753]",47042,Osmundaceae,bdtfx,certain,"observation de terrain",widget,1,45.77554,4.85645,WGS84,FR,Lyon,69123,précise,171,,"Jardin botanique ",2021/05/06,,,,,,"Laurence Loudenot  (http://www.tela-botanica.org/profil:40270)"
urn:lsid:tela-botanica.org:cel:3758000,3758000,"Phyteuma nigrum F.W.Schmidt [1793]",49237,"Phyteuma nigrum F.W.Schmidt [1793]",49237,Campanulaceae,bdtfx,certain,"observation de terrain",widget,1,45.77554,4.85645,WGS84,FR,Lyon,69123,précise,171,,"Jardin botanique ",2021/05/06,,,"Bota10km, Libre10km, Projets coopératifs, ",www.tela-botanica.org/appli:identiplante#obs~3758000,"https://api.tela-botanica.org/img:002479513O,","Laurence Loudenot  (http://www.tela-botanica.org/profil:40270)"
urn:lsid:tela-botanica.org:cel:3758001,3758001,"Allium triquetrum L. [1753]",3268,"Allium triquetrum L. [1753]",3268,Amaryllidaceae,bdtfx,certain,"observation de terrain",widget,1,45.77554,4.85645,WGS84,FR,Lyon,69123,précise,171,,"Jardin botanique ",2021/05/06,,,,,,"Laurence Loudenot  (http://www.tela-botanica.org/profil:40270)"
urn:lsid:tela-botanica.org:cel:3758008,3758008,"Erysimum odoratum Ehrh. [1792]",25526,"Erysimum odoratum Ehrh. [1792]",25526,Brassicaceae,bdtfx,certain,"observation de terrain",widget,1,45.77321,4.85644,WGS84,FR,Lyon,69123,précise,172,,Parc,2021/05/06,,,"Bota10km, Libre10km, Projets coopératifs, ",www.tela-botanica.org/appli:identiplante#obs~3758008,"https://api.tela-botanica.org/img:002479533O,","Laurence Loudenot  (http://www.tela-botanica.org/profil:40270)"
urn:lsid:tela-botanica.org:cel:3758009,3758009,"Salvia microphylla Kunth [1818]",60170,"Salvia microphylla Kunth",60170,Lamiaceae,bdtfx,certain,"observation de terrain",widget,1,45.77321,4.85644,WGS84,FR,Lyon,69123,précise,172,,Parc,2021/05/06,,,,,,"Laurence Loudenot  (http://www.tela-botanica.org/profil:40270)"
urn:lsid:tela-botanica.org:cel:3758010,3758010,"Phlomis fruticosa L. [1753]",49024,"Phlomis fruticosa L. [1753]",49024,Lamiaceae,bdtfx,certain,"observation de terrain",widget,1,45.77321,4.85644,WGS84,FR,Lyon,69123,précise,172,,Parc,2021/05/06,,,,,,"Laurence Loudenot  (http://www.tela-botanica.org/profil:40270)"
urn:lsid:tela-botanica.org:cel:3758011,3758011,"Matthiola incana (L.) R.Br. [1812]",75476,"Matthiola incana (L.) R.Br. [1812]",75476,Brassicaceae,bdtfx,certain,"observation de terrain",widget,1,45.77321,4.85644,WGS84,FR,Lyon,69123,précise,172,,Parc,2021/05/06,,,"Bota10km, Libre10km, Projets coopératifs, ",www.tela-botanica.org/appli:identiplante#obs~3758011,"https://api.tela-botanica.org/img:002479536O,","Laurence Loudenot  (http://www.tela-botanica.org/profil:40270)"
urn:lsid:tela-botanica.org:cel:3758012,3758012,"Fritillaria persica L. [1753]",84666,"Fritillaria persica L. [1753]",84666,Liliaceae,bdtfx,certain,"observation de terrain",widget,1,45.77321,4.85644,WGS84,FR,Lyon,69123,précise,172,,Parc,2021/05/06,,,"Bota10km, Libre10km, Projets coopératifs, ",www.tela-botanica.org/appli:identiplante#obs~3758012,"https://api.tela-botanica.org/img:002479538O,","Laurence Loudenot  (http://www.tela-botanica.org/profil:40270)"
urn:lsid:tela-botanica.org:cel:3758014,3758014,"Danae racemosa (L.) Moench [1794]",76138,"Danae racemosa (L.) Moench [1794]",76138,Asparagaceae,bdtfx,certain,"observation de terrain",widget,1,45.77321,4.85644,WGS84,FR,Lyon,69123,précise,172,,"Prairie naturelle du parc",2021/05/06,,,"Bota10km, Libre10km, Projets coopératifs, ",www.tela-botanica.org/appli:identiplante#obs~3758014,"https://api.tela-botanica.org/img:002479544O,","Laurence Loudenot  (http://www.tela-botanica.org/profil:40270)"
urn:lsid:tela-botanica.org:cel:3758015,3758015,"Epimedium alpinum L. [1753]",24378,"Epimedium alpinum L. [1753]",24378,Berberidaceae,bdtfx,certain,"observation de terrain",widget,1,45.77618,4.85529,WGS84,FR,Lyon,69123,précise,170,,"Prairie naturelle du parc",2021/05/06,,,"Bota10km, Libre10km, Projets coopératifs, ",www.tela-botanica.org/appli:identiplante#obs~3758015,"https://api.tela-botanica.org/img:002479545O,","Laurence Loudenot  (http://www.tela-botanica.org/profil:40270)"
urn:lsid:tela-botanica.org:cel:3758017,3758017,"Silene latifolia subsp. alba (Mill.) Greuter & Burdet [1982]",64192,"Silene latifolia subsp. alba (Mill.) Greuter & Burdet [1982]",64192,Caryophyllaceae,bdtfx,certain,"observation de terrain",widget,1,45.77618,4.85529,WGS84,FR,Lyon,69123,précise,170,,"Prairie naturelle du parc",2021/05/06,,,"Bota10km, Libre10km, Projets coopératifs, ",www.tela-botanica.org/appli:identiplante#obs~3758017,"https://api.tela-botanica.org/img:002479549O,","Laurence Loudenot  (http://www.tela-botanica.org/profil:40270)"
urn:lsid:tela-botanica.org:cel:3758018,3758018,"Leucanthemum vulgare var. vulgare",38781,"Leucanthemum vulgare var. vulgare ",38781,Asteraceae,bdtfx,certain,"observation de terrain",widget,1,45.77618,4.85529,WGS84,FR,Lyon,69123,précise,170,,"Prairie naturelle du parc",2021/05/06,,,,,,"Laurence Loudenot  (http://www.tela-botanica.org/profil:40270)"
urn:lsid:tela-botanica.org:cel:3758019,3758019,"Papaver rhoeas L. [1753]",75277,"Papaver rhoeas L. [1753]",75277,Papaveraceae,bdtfx,certain,"observation de terrain",widget,1,45.77618,4.85529,WGS84,FR,Lyon,69123,précise,170,,"Prairie naturelle du parc",2021/05/06,,,,,,"Laurence Loudenot  (http://www.tela-botanica.org/profil:40270)"
urn:lsid:tela-botanica.org:cel:3758023,3758023,"Onobrychis viciifolia Scop. [1772]",44752,"Onobrychis viciifolia Scop. [1772]",44752,Fabaceae,bdtfx,certain,"observation de terrain",widget,1,45.77618,4.85529,WGS84,FR,Lyon,69123,précise,170,,"Prairie naturelle du parc",2021/05/06,,,"Bota10km, Libre10km, Projets coopératifs, ",www.tela-botanica.org/appli:identiplante#obs~3758023,"https://api.tela-botanica.org/img:002479558O,","Laurence Loudenot  (http://www.tela-botanica.org/profil:40270)"
urn:lsid:tela-botanica.org:cel:3758027,3758027,"Linum perenne L.",103269,"Linum perenne L.",103269,Linaceae,bdtfx,certain,"observation de terrain",widget,1,45.77618,4.85529,WGS84,FR,Lyon,69123,précise,170,,"Prairie naturelle du parc",2021/05/06,,,"Bota10km, Libre10km, Projets coopératifs, ",www.tela-botanica.org/appli:identiplante#obs~3758027,"https://api.tela-botanica.org/img:002479569O,","Laurence Loudenot  (http://www.tela-botanica.org/profil:40270)"
urn:lsid:tela-botanica.org:cel:3758029,3758029,"Isatis tinctoria L. [1753]",36014,"Isatis tinctoria L.",36014,Brassicaceae,bdtfx,certain,"observation de terrain",widget,1,45.77618,4.85529,WGS84,FR,Lyon,69123,précise,170,,"Prairie naturelle du parc",2021/05/06,,,,,,"Laurence Loudenot  (http://www.tela-botanica.org/profil:40270)"
urn:lsid:tela-botanica.org:cel:3758030,3758030,"Cyanus segetum Hill [1762]",20411,"Cyanus segetum Hill [1762]",20411,Asteraceae,bdtfx,certain,"observation de terrain",widget,1,45.77618,4.85529,WGS84,FR,Lyon,69123,précise,170,,"Prairie naturelle du parc",2021/05/06,,,,,,"Laurence Loudenot  (http://www.tela-botanica.org/profil:40270)"
urn:lsid:tela-botanica.org:cel:3758031,3758031,"Hedysarum coronarium L. [1753]",30964,"Hedysarum coronarium L. [1753]",30964,Fabaceae,bdtfx,certain,"observation de terrain",widget,1,45.77618,4.85529,WGS84,FR,Lyon,69123,précise,170,,"Prairie naturelle du parc",2021/05/06,,,"Bota10km, Libre10km, Projets coopératifs, ",www.tela-botanica.org/appli:identiplante#obs~3758031,"https://api.tela-botanica.org/img:002479576O,","Laurence Loudenot  (http://www.tela-botanica.org/profil:40270)"
urn:lsid:tela-botanica.org:cel:3758083,3758083,"Anemone pulsatilla L. [1753]",4852,"Anemone pulsatilla L. [1753]",4852,Ranunculaceae,bdtfx,certain,"observation de terrain",widget,1,45.77442,4.85586,WGS84,FR,Lyon,69123,précise,170,,"Jardin alpin",2021/05/06,,,,,,"Laurence Loudenot  (http://www.tela-botanica.org/profil:40270)"
urn:lsid:tela-botanica.org:cel:3758084,3758084,"Aquilegia atrata W.D.J.Koch [1830]",5704,"Aquilegia atrata W.D.J.Koch [1830]",5704,Ranunculaceae,bdtfx,certain,"observation de terrain",widget,1,45.77442,4.85586,WGS84,FR,Lyon,69123,précise,170,,"Jardin alpin",2021/05/06,,,"Bota10km, Libre10km, Projets coopératifs, ",www.tela-botanica.org/appli:identiplante#obs~3758084,"https://api.tela-botanica.org/img:002479621O,","Laurence Loudenot  (http://www.tela-botanica.org/profil:40270)"
urn:lsid:tela-botanica.org:cel:3758087,3758087,"Iberis sempervirens L. [1753]",75187,"Iberis sempervirens L. [1753]",75187,Brassicaceae,bdtfx,certain,"observation de terrain",widget,1,45.77442,4.85586,WGS84,FR,Lyon,69123,précise,170,,"Jardin alpin",2021/05/06,,,"Bota10km, Libre10km, Projets coopératifs, ",www.tela-botanica.org/appli:identiplante#obs~3758087,"https://api.tela-botanica.org/img:002479626O,","Laurence Loudenot  (http://www.tela-botanica.org/profil:40270)"
urn:lsid:tela-botanica.org:cel:3758088,3758088,"Scilla luciliae",87179,"Scilla L. [1753]",87179,Asparagaceae,bdtfx,certain,"observation de terrain",widget,1,45.77442,4.85586,WGS84,FR,Lyon,69123,précise,170,,"Jardin alpin",2021/05/06,,,"Bota10km, Libre10km, Projets coopératifs, ",www.tela-botanica.org/appli:identiplante#obs~3758088,"https://api.tela-botanica.org/img:002479628O,","Laurence Loudenot  (http://www.tela-botanica.org/profil:40270)"
urn:lsid:tela-botanica.org:cel:3758089,3758089,"Nuphar lutea (L.) Sm. [1809]",44245,"Nuphar lutea (L.) Sm. [1809]",44245,Nymphaeaceae,bdtfx,certain,"observation de terrain",widget,1,45.77442,4.85586,WGS84,FR,Lyon,69123,précise,170,,"Jardin alpin",2021/05/06,,,"Bota10km, Libre10km, Projets coopératifs, Defiphoto, Plantesmilieuxhumides, ",www.tela-botanica.org/appli:identiplante#obs~3758089,"https://api.tela-botanica.org/img:002479629O,","Laurence Loudenot  (http://www.tela-botanica.org/profil:40270)"
urn:lsid:tela-botanica.org:cel:3758091,3758091,"Astragalus tragacantha L. [1753]",8178,"Astragalus tragacantha L. [1753]",8178,Fabaceae,bdtfx,certain,"observation de terrain",widget,1,45.77442,4.85586,WGS84,FR,Lyon,69123,précise,170,,"Jardin alpin",2021/05/06,,,"Bota10km, Libre10km, Projets coopératifs, ",www.tela-botanica.org/appli:identiplante#obs~3758091,"https://api.tela-botanica.org/img:002479631O,","Laurence Loudenot  (http://www.tela-botanica.org/profil:40270)"
urn:lsid:tela-botanica.org:cel:3758092,3758092,"Dodecatheon meadia.L",,,,,Autre/inconnu,certain,"observation de terrain",widget,1,45.77442,4.85586,WGS84,FR,Lyon,69123,précise,170,,"Jardin alpin",2021/05/06,,,,,,"Laurence Loudenot  (http://www.tela-botanica.org/profil:40270)"
urn:lsid:tela-botanica.org:cel:3758093,3758093,"Centaurea aspera L. [1753]",15045,"Centaurea aspera L. [1753]",15045,Asteraceae,bdtfx,certain,"observation de terrain",widget,1,45.77442,4.85586,WGS84,FR,Lyon,69123,précise,170,,"Jardin alpin",2021/05/06,,,"Bota10km, Libre10km, Projets coopératifs, ",www.tela-botanica.org/appli:identiplante#obs~3758093,"https://api.tela-botanica.org/img:002479634O,","Laurence Loudenot  (http://www.tela-botanica.org/profil:40270)"
urn:lsid:tela-botanica.org:cel:3758096,3758096,"Centaurea macrocephala Puschk. ex Willd. [1803]",85691,"Centaurea macrocephala Puschk. ex Willd.",85691,Asteraceae,bdtfx,certain,"observation de terrain",widget,1,45.77442,4.85586,WGS84,FR,Lyon,69123,précise,170,,"Jardin alpin",2021/05/06,,,,www.tela-botanica.org/appli:identiplante#obs~3758096,"https://api.tela-botanica.org/img:002479666O.jpg,https://api.tela-botanica.org/img:002479667O.jpg,","Laurence Loudenot  (http://www.tela-botanica.org/profil:40270)"
urn:lsid:tela-botanica.org:cel:3758097,3758097,"Paeonia intermerdia",,,,,Autre/inconnu,certain,"observation de terrain",widget,1,45.77442,4.85586,WGS84,FR,Lyon,69123,précise,170,,"Jardin alpin",2021/05/06,,,,,,"Laurence Loudenot  (http://www.tela-botanica.org/profil:40270)"
urn:lsid:tela-botanica.org:cel:3758100,3758100,"Polygonatum odoratum (Mill.) Druce [1906]",51306,"Polygonatum odoratum (Mill.) Druce [1906]",51306,Asparagaceae,bdtfx,certain,"observation de terrain",widget,1,45.77442,4.85586,WGS84,FR,Lyon,69123,précise,170,,"Jardin alpin",2021/05/06,,,,,,"Laurence Loudenot  (http://www.tela-botanica.org/profil:40270)"
urn:lsid:tela-botanica.org:cel:3758101,3758101,"Muscari monstrosum Mill. [1768]",43059,"Muscari comosum (L.) Mill. [1768]",43036,Asparagaceae,bdtfx,certain,"observation de terrain",widget,1,45.77442,4.85586,WGS84,FR,Lyon,69123,précise,170,,"Jardin alpin",2021/05/06,,,"Bota10km, Libre10km, Projets coopératifs, ",www.tela-botanica.org/appli:identiplante#obs~3758101,"https://api.tela-botanica.org/img:002479645O,","Laurence Loudenot  (http://www.tela-botanica.org/profil:40270)"
urn:lsid:tela-botanica.org:cel:3758102,3758102,"Allium ursinum L. [1753]",74946,"Allium ursinum L. [1753]",74946,Amaryllidaceae,bdtfx,certain,"observation de terrain",widget,1,45.77442,4.85586,WGS84,FR,Lyon,69123,précise,170,,"Jardin alpin",2021/05/06,,,,,,"Laurence Loudenot  (http://www.tela-botanica.org/profil:40270)"
urn:lsid:tela-botanica.org:cel:3758103,3758103,"Astragalus alopecurus Pall. [1800]",8023,"Astragalus alopecurus Pall. [1800]",8023,Fabaceae,bdtfx,certain,"observation de terrain",widget,1,45.77442,4.85586,WGS84,FR,Lyon,69123,précise,170,,"Jardin alpin",2021/05/06,"Emblématique du Queyras",,"Bota10km, Libre10km, Projets coopératifs, ",www.tela-botanica.org/appli:identiplante#obs~3758103,"https://api.tela-botanica.org/img:002479649O,","Laurence Loudenot  (http://www.tela-botanica.org/profil:40270)"
urn:lsid:tela-botanica.org:cel:3758114,3758114,"Cyanus lugdunensis (Jord.) Fourr. [1869]",103645,"Cyanus lugdunensis (Jord.) Fourr. [1869]",103645,Asteraceae,bdtfx,certain,"observation de terrain",widget,1,45.77442,4.85586,WGS84,FR,Lyon,69123,précise,170,,"Jardin alpin",2021/05/06,,,"Bota10km, Libre10km, Projets coopératifs, ",www.tela-botanica.org/appli:identiplante#obs~3758114,"https://api.tela-botanica.org/img:002479651O,","Laurence Loudenot  (http://www.tela-botanica.org/profil:40270)"
urn:lsid:tela-botanica.org:cel:3758117,3758117,"Digitalis obscura L. [1763]",85374,"Digitalis obscura L. [1763]",85374,Plantaginaceae,bdtfx,certain,"observation de terrain",widget,1,45.77442,4.85586,WGS84,FR,Lyon,69123,précise,170,,"Jardin alpin",2021/05/06,,,"Bota10km, Libre10km, Projets coopératifs, ",www.tela-botanica.org/appli:identiplante#obs~3758117,"https://api.tela-botanica.org/img:002479653O,","Laurence Loudenot  (http://www.tela-botanica.org/profil:40270)"
urn:lsid:tela-botanica.org:cel:3758123,3758123,"Kniphofia uvaria (L.) Hook. [1854]",37028,"Kniphofia uvaria (L.) Hook. [1854]",37028,Asphodelaceae,bdtfx,certain,"observation de terrain",widget,1,45.77442,4.85586,WGS84,FR,Lyon,69123,précise,170,,"Jardin alpin",2021/05/06,,,"Bota10km, Libre10km, Projets coopératifs, ",www.tela-botanica.org/appli:identiplante#obs~3758123,"https://api.tela-botanica.org/img:002479656O,","Laurence Loudenot  (http://www.tela-botanica.org/profil:40270)"
urn:lsid:tela-botanica.org:cel:3758124,3758124,"Viburnum plicatum Thunb. [1784]",75812,"Viburnum plicatum Thunb. [1784]",75812,Adoxaceae,bdtfx,certain,"observation de terrain",widget,1,45.77442,4.85586,WGS84,FR,Lyon,69123,précise,170,,"Jardin alpin",2021/05/06,,,"Bota10km, Libre10km, Projets coopératifs, ",www.tela-botanica.org/appli:identiplante#obs~3758124,"https://api.tela-botanica.org/img:002479657O,","Laurence Loudenot  (http://www.tela-botanica.org/profil:40270)"
urn:lsid:tela-botanica.org:cel:3758125,3758125,"Geranium pratense L. [1753]",75151,"Geranium pratense L. [1753]",75151,Geraniaceae,bdtfx,certain,"observation de terrain",widget,1,45.77442,4.85586,WGS84,FR,Lyon,69123,précise,170,,"Jardin alpin",2021/05/06,,,"Bota10km, Libre10km, Projets coopératifs, ",www.tela-botanica.org/appli:identiplante#obs~3758125,"https://api.tela-botanica.org/img:002479658O,","Laurence Loudenot  (http://www.tela-botanica.org/profil:40270)"
